Comunidades y Ciudades Autónomas;Sexo;Periodo;Total
08 Castilla - La Mancha;Ambos sexos;1982;35,92
08 Castilla - La Mancha;Ambos sexos;1981;35,74
08 Castilla - La Mancha;Ambos sexos;1980;35,57
08 Castilla - La Mancha;Ambos sexos;1979;35,38
08 Castilla - La Mancha;Ambos sexos;1978;35,19
08 Castilla - La Mancha;Ambos sexos;1977;34,99
08 Castilla - La Mancha;Ambos sexos;1976;34,79
08 Castilla - La Mancha;Ambos sexos;1975;34,57
08 Castilla - La Mancha;Hombres;2025;43,09
08 Castilla - La Mancha;Hombres;2024;42,94
08 Castilla - La Mancha;Hombres;2023;42,73
08 Castilla - La Mancha;Hombres;2022;42,58
08 Castilla - La Mancha;Hombres;2021;42,35
08 Castilla - La Mancha;Hombres;2020;42,22
08 Castilla - La Mancha;Hombres;2019;42,03
08 Castilla - La Mancha;Hombres;2018;41,78
08 Castilla - La Mancha;Hombres;2017;41,53
08 Castilla - La Mancha;Hombres;2016;41,24
08 Castilla - La Mancha;Hombres;2015;40,93
08 Castilla - La Mancha;Hombres;2014;40,6
08 Castilla - La Mancha;Hombres;2013;40,25
08 Castilla - La Mancha;Hombres;2012;39,98
08 Castilla - La Mancha;Hombres;2011;39,76
08 Castilla - La Mancha;Hombres;2010;39,52
08 Castilla - La Mancha;Hombres;2009;39,34
08 Castilla - La Mancha;Hombres;2008;39,27
08 Castilla - La Mancha;Hombres;2007;39,37
08 Castilla - La Mancha;Hombres;2006;39,41
08 Castilla - La Mancha;Hombres;2005;39,39
08 Castilla - La Mancha;Hombres;2004;39,36
08 Castilla - La Mancha;Hombres;2003;39,31
08 Castilla - La Mancha;Hombres;2002;39,24
08 Castilla - La Mancha;Hombres;2001;39,05
08 Castilla - La Mancha;Hombres;2000;38,81
08 Castilla - La Mancha;Hombres;1999;38,58
08 Castilla - La Mancha;Hombres;1998;38,33
08 Castilla - La Mancha;Hombres;1997;38,08
08 Castilla - La Mancha;Hombres;1996;37,85
08 Castilla - La Mancha;Hombres;1995;37,63
08 Castilla - La Mancha;Hombres;1994;37,42
08 Castilla - La Mancha;Hombres;1993;37,23
08 Castilla - La Mancha;Hombres;1992;37,04
08 Castilla - La Mancha;Hombres;1991;36,84
08 Castilla - La Mancha;Hombres;1990;36,58
08 Castilla - La Mancha;Hombres;1989;36,33
08 Castilla - La Mancha;Hombres;1988;36,07
08 Castilla - La Mancha;Hombres;1987;35,81
08 Castilla - La Mancha;Hombres;1986;35,57
08 Castilla - La Mancha;Hombres;1985;35,34
08 Castilla - La Mancha;Hombres;1984;35,13
08 Castilla - La Mancha;Hombres;1983;34,93
08 Castilla - La Mancha;Hombres;1982;34,71
08 Castilla - La Mancha;Hombres;1981;34,55
08 Castilla - La Mancha;Hombres;1980;34,42
08 Castilla - La Mancha;Hombres;1979;34,24
08 Castilla - La Mancha;Hombres;1978;34,09
08 Castilla - La Mancha;Hombres;1977;33,92
08 Castilla - La Mancha;Hombres;1976;33,75
08 Castilla - La Mancha;Hombres;1975;33,56
08 Castilla - La Mancha;Mujeres;2025;45,26
08 Castilla - La Mancha;Mujeres;2024;45,08
08 Castilla - La Mancha;Mujeres;2023;44,89
08 Castilla - La Mancha;Mujeres;2022;44,72
08 Castilla - La Mancha;Mujeres;2021;44,47
08 Castilla - La Mancha;Mujeres;2020;44,36
08 Castilla - La Mancha;Mujeres;2019;44,16
08 Castilla - La Mancha;Mujeres;2018;43,91
08 Castilla - La Mancha;Mujeres;2017;43,66
08 Castilla - La Mancha;Mujeres;2016;43,36
08 Castilla - La Mancha;Mujeres;2015;43,07
08 Castilla - La Mancha;Mujeres;2014;42,73
08 Castilla - La Mancha;Mujeres;2013;42,4
08 Castilla - La Mancha;Mujeres;2012;42,16
08 Castilla - La Mancha;Mujeres;2011;41,96
08 Castilla - La Mancha;Mujeres;2010;41,78
08 Castilla - La Mancha;Mujeres;2009;41,63
08 Castilla - La Mancha;Mujeres;2008;41,6
08 Castilla - La Mancha;Mujeres;2007;41,72
08 Castilla - La Mancha;Mujeres;2006;41,77
08 Castilla - La Mancha;Mujeres;2005;41,79
08 Castilla - La Mancha;Mujeres;2004;41,77
08 Castilla - La Mancha;Mujeres;2003;41,76
08 Castilla - La Mancha;Mujeres;2002;41,69
08 Castilla - La Mancha;Mujeres;2001;41,51
08 Castilla - La Mancha;Mujeres;2000;41,27
08 Castilla - La Mancha;Mujeres;1999;41,04
08 Castilla - La Mancha;Mujeres;1998;40,8
08 Castilla - La Mancha;Mujeres;1997;40,55
08 Castilla - La Mancha;Mujeres;1996;40,31
08 Castilla - La Mancha;Mujeres;1995;40,08
08 Castilla - La Mancha;Mujeres;1994;39,86
08 Castilla - La Mancha;Mujeres;1993;39,65
08 Castilla - La Mancha;Mujeres;1992;39,46
08 Castilla - La Mancha;Mujeres;1991;39,26
08 Castilla - La Mancha;Mujeres;1990;38,99
08 Castilla - La Mancha;Mujeres;1989;38,76
08 Castilla - La Mancha;Mujeres;1988;38,5
08 Castilla - La Mancha;Mujeres;1987;38,24
08 Castilla - La Mancha;Mujeres;1986;38
08 Castilla - La Mancha;Mujeres;1985;37,78
08 Castilla - La Mancha;Mujeres;1984;37,55
08 Castilla - La Mancha;Mujeres;1983;37,34
08 Castilla - La Mancha;Mujeres;1982;37,11
08 Castilla - La Mancha;Mujeres;1981;36,91
08 Castilla - La Mancha;Mujeres;1980;36,7
08 Castilla - La Mancha;Mujeres;1979;36,49
08 Castilla - La Mancha;Mujeres;1978;36,27
08 Castilla - La Mancha;Mujeres;1977;36,04
08 Castilla - La Mancha;Mujeres;1976;35,81
08 Castilla - La Mancha;Mujeres;1975;35,56
09 Cataluña;Ambos sexos;2025;43,69
09 Cataluña;Ambos sexos;2024;43,53
09 Cataluña;Ambos sexos;2023;43,38
09 Cataluña;Ambos sexos;2022;43,32
09 Cataluña;Ambos sexos;2021;43,09
09 Cataluña;Ambos sexos;2020;42,92
09 Cataluña;Ambos sexos;2019;42,8
09 Cataluña;Ambos sexos;2018;42,69
09 Cataluña;Ambos sexos;2017;42,55
09 Cataluña;Ambos sexos;2016;42,36
09 Cataluña;Ambos sexos;2015;42,14
09 Cataluña;Ambos sexos;2014;41,87
09 Cataluña;Ambos sexos;2013;41,53
09 Cataluña;Ambos sexos;2012;41,25
09 Cataluña;Ambos sexos;2011;41,01
09 Cataluña;Ambos sexos;2010;40,79
09 Cataluña;Ambos sexos;2009;40,6
09 Cataluña;Ambos sexos;2008;40,55
09 Cataluña;Ambos sexos;2007;40,57
09 Cataluña;Ambos sexos;2006;40,54
09 Cataluña;Ambos sexos;2005;40,55
09 Cataluña;Ambos sexos;2004;40,54
09 Cataluña;Ambos sexos;2003;40,58
09 Cataluña;Ambos sexos;2002;40,63
09 Cataluña;Ambos sexos;2001;40,46
09 Cataluña;Ambos sexos;2000;40,23
09 Cataluña;Ambos sexos;1999;40
09 Cataluña;Ambos sexos;1998;39,73
09 Cataluña;Ambos sexos;1997;39,47
09 Cataluña;Ambos sexos;1996;39,17
09 Cataluña;Ambos sexos;1995;38,88
09 Cataluña;Ambos sexos;1994;38,59
09 Cataluña;Ambos sexos;1993;38,3
09 Cataluña;Ambos sexos;1992;38,02
09 Cataluña;Ambos sexos;1991;37,73
09 Cataluña;Ambos sexos;1990;37,38
09 Cataluña;Ambos sexos;1989;37,03
09 Cataluña;Ambos sexos;1988;36,68
09 Cataluña;Ambos sexos;1987;36,32
09 Cataluña;Ambos sexos;1986;35,98
09 Cataluña;Ambos sexos;1985;35,67
09 Cataluña;Ambos sexos;1984;35,33
09 Cataluña;Ambos sexos;1983;34,98
09 Cataluña;Ambos sexos;1982;34,62
09 Cataluña;Ambos sexos;1981;34,31
09 Cataluña;Ambos sexos;1980;34,06
09 Cataluña;Ambos sexos;1979;33,83
09 Cataluña;Ambos sexos;1978;33,68
09 Cataluña;Ambos sexos;1977;33,57
09 Cataluña;Ambos sexos;1976;33,51
09 Cataluña;Ambos sexos;1975;33,49
09 Cataluña;Hombres;2025;42,31
09 Cataluña;Hombres;2024;42,16
09 Cataluña;Hombres;2023;42,02
09 Cataluña;Hombres;2022;41,96
09 Cataluña;Hombres;2021;41,73
09 Cataluña;Hombres;2020;41,55
09 Cataluña;Hombres;2019;41,43
09 Cataluña;Hombres;2018;41,32
09 Cataluña;Hombres;2017;41,18
09 Cataluña;Hombres;2016;40,98
09 Cataluña;Hombres;2015;40,76
09 Cataluña;Hombres;2014;40,48
09 Cataluña;Hombres;2013;40,14
09 Cataluña;Hombres;2012;39,86
09 Cataluña;Hombres;2011;39,61
09 Cataluña;Hombres;2010;39,39
09 Cataluña;Hombres;2009;39,19
09 Cataluña;Hombres;2008;39,13
09 Cataluña;Hombres;2007;39,14
09 Cataluña;Hombres;2006;39,1
09 Cataluña;Hombres;2005;39,1
09 Cataluña;Hombres;2004;39,09
09 Cataluña;Hombres;2003;39,12
09 Cataluña;Hombres;2002;39,18
09 Cataluña;Hombres;2001;39,01
09 Cataluña;Hombres;2000;38,78
09 Cataluña;Hombres;1999;38,54
09 Cataluña;Hombres;1998;38,27
09 Cataluña;Hombres;1997;38,01
09 Cataluña;Hombres;1996;37,72
09 Cataluña;Hombres;1995;37,43
09 Cataluña;Hombres;1994;37,14
09 Cataluña;Hombres;1993;36,86
09 Cataluña;Hombres;1992;36,59
09 Cataluña;Hombres;1991;36,3
09 Cataluña;Hombres;1990;35,95
09 Cataluña;Hombres;1989;35,61
09 Cataluña;Hombres;1988;35,26
09 Cataluña;Hombres;1987;34,92
09 Cataluña;Hombres;1986;34,58
09 Cataluña;Hombres;1985;34,27
09 Cataluña;Hombres;1984;33,94
09 Cataluña;Hombres;1983;33,6
09 Cataluña;Hombres;1982;33,26
09 Cataluña;Hombres;1981;32,96
09 Cataluña;Hombres;1980;32,7
09 Cataluña;Hombres;1979;32,48
09 Cataluña;Hombres;1978;32,34
09 Cataluña;Hombres;1977;32,23
09 Cataluña;Hombres;1976;32,17
09 Cataluña;Hombres;1975;32,16
09 Cataluña;Mujeres;2025;45,03
09 Cataluña;Mujeres;2024;44,86
09 Cataluña;Mujeres;2023;44,7
09 Cataluña;Mujeres;2022;44,65
09 Cataluña;Mujeres;2021;44,41
09 Cataluña;Mujeres;2020;44,25
09 Cataluña;Mujeres;2019;44,12
09 Cataluña;Mujeres;2018;44
09 Cataluña;Mujeres;2017;43,88
09 Cataluña;Mujeres;2016;43,69
09 Cataluña;Mujeres;2015;43,48
09 Cataluña;Mujeres;2014;43,2
09 Cataluña;Mujeres;2013;42,87
09 Cataluña;Mujeres;2012;42,6
09 Cataluña;Mujeres;2011;42,37
09 Cataluña;Mujeres;2010;42,17
09 Cataluña;Mujeres;2009;41,99
09 Cataluña;Mujeres;2008;41,96
09 Cataluña;Mujeres;2007;41,97
09 Cataluña;Mujeres;2006;41,96
09 Cataluña;Mujeres;2005;41,97
09 Cataluña;Mujeres;2004;41,96
09 Cataluña;Mujeres;2003;41,99
09 Cataluña;Mujeres;2002;42,03
09 Cataluña;Mujeres;2001;41,86
09 Cataluña;Mujeres;2000;41,63
09 Cataluña;Mujeres;1999;41,4
09 Cataluña;Mujeres;1998;41,13
09 Cataluña;Mujeres;1997;40,86
09 Cataluña;Mujeres;1996;40,56
09 Cataluña;Mujeres;1995;40,27
09 Cataluña;Mujeres;1994;39,97
09 Cataluña;Mujeres;1993;39,68
09 Cataluña;Mujeres;1992;39,4
09 Cataluña;Mujeres;1991;39,11
09 Cataluña;Mujeres;1990;38,75
09 Cataluña;Mujeres;1989;38,39
09 Cataluña;Mujeres;1988;38,03
09 Cataluña;Mujeres;1987;37,67
09 Cataluña;Mujeres;1986;37,33
09 Cataluña;Mujeres;1985;37,01
09 Cataluña;Mujeres;1984;36,66
09 Cataluña;Mujeres;1983;36,31
09 Cataluña;Mujeres;1982;35,94
09 Cataluña;Mujeres;1981;35,61
09 Cataluña;Mujeres;1980;35,36
09 Cataluña;Mujeres;1979;35,12
09 Cataluña;Mujeres;1978;34,97
09 Cataluña;Mujeres;1977;34,86
09 Cataluña;Mujeres;1976;34,79
09 Cataluña;Mujeres;1975;34,76
10 Comunitat Valenciana;Ambos sexos;2025;44,25
10 Comunitat Valenciana;Ambos sexos;2024;44,15
10 Comunitat Valenciana;Ambos sexos;2023;44,07
10 Comunitat Valenciana;Ambos sexos;2022;44,04
10 Comunitat Valenciana;Ambos sexos;2021;43,77
10 Comunitat Valenciana;Ambos sexos;2020;43,51
10 Comunitat Valenciana;Ambos sexos;2019;43,31
10 Comunitat Valenciana;Ambos sexos;2018;43,1
10 Comunitat Valenciana;Ambos sexos;2017;42,88
10 Comunitat Valenciana;Ambos sexos;2016;42,61
10 Comunitat Valenciana;Ambos sexos;2015;42,35
10 Comunitat Valenciana;Ambos sexos;2014;42,06
10 Comunitat Valenciana;Ambos sexos;2013;41,71
10 Comunitat Valenciana;Ambos sexos;2012;41,38
10 Comunitat Valenciana;Ambos sexos;2011;41,07
10 Comunitat Valenciana;Ambos sexos;2010;40,77
10 Comunitat Valenciana;Ambos sexos;2009;40,47
10 Comunitat Valenciana;Ambos sexos;2008;40,29
10 Comunitat Valenciana;Ambos sexos;2007;40,21
10 Comunitat Valenciana;Ambos sexos;2006;40,12
10 Comunitat Valenciana;Ambos sexos;2005;40
10 Comunitat Valenciana;Ambos sexos;2004;39,88
10 Comunitat Valenciana;Ambos sexos;2003;39,8
10 Comunitat Valenciana;Ambos sexos;2002;39,72
10 Comunitat Valenciana;Ambos sexos;2001;39,48
10 Comunitat Valenciana;Ambos sexos;2000;39,2
10 Comunitat Valenciana;Ambos sexos;1999;38,93
10 Comunitat Valenciana;Ambos sexos;1998;38,64
10 Comunitat Valenciana;Ambos sexos;1997;38,33
10 Comunitat Valenciana;Ambos sexos;1996;38,03
10 Comunitat Valenciana;Ambos sexos;1995;37,72
10 Comunitat Valenciana;Ambos sexos;1994;37,42
10 Comunitat Valenciana;Ambos sexos;1993;37,14
10 Comunitat Valenciana;Ambos sexos;1992;36,87
10 Comunitat Valenciana;Ambos sexos;1991;36,59
10 Comunitat Valenciana;Ambos sexos;1990;36,27
10 Comunitat Valenciana;Ambos sexos;1989;35,95
10 Comunitat Valenciana;Ambos sexos;1988;35,64
10 Comunitat Valenciana;Ambos sexos;1987;35,32
10 Comunitat Valenciana;Ambos sexos;1986;35,02
10 Comunitat Valenciana;Ambos sexos;1985;34,74
10 Comunitat Valenciana;Ambos sexos;1984;34,45
10 Comunitat Valenciana;Ambos sexos;1983;34,2
10 Comunitat Valenciana;Ambos sexos;1982;33,97
10 Comunitat Valenciana;Ambos sexos;1981;33,79
10 Comunitat Valenciana;Ambos sexos;1980;33,62
10 Comunitat Valenciana;Ambos sexos;1979;33,5
10 Comunitat Valenciana;Ambos sexos;1978;33,43
10 Comunitat Valenciana;Ambos sexos;1977;33,39
10 Comunitat Valenciana;Ambos sexos;1976;33,38
10 Comunitat Valenciana;Ambos sexos;1975;33,38
10 Comunitat Valenciana;Hombres;2025;43,02
10 Comunitat Valenciana;Hombres;2024;42,93
10 Comunitat Valenciana;Hombres;2023;42,86
10 Comunitat Valenciana;Hombres;2022;42,82
10 Comunitat Valenciana;Hombres;2021;42,55
10 Comunitat Valenciana;Hombres;2020;42,29
10 Comunitat Valenciana;Hombres;2019;42,1
10 Comunitat Valenciana;Hombres;2018;41,89
10 Comunitat Valenciana;Hombres;2017;41,68
10 Comunitat Valenciana;Hombres;2016;41,41
10 Comunitat Valenciana;Hombres;2015;41,15
10 Comunitat Valenciana;Hombres;2014;40,87
10 Comunitat Valenciana;Hombres;2013;40,52
10 Comunitat Valenciana;Hombres;2012;40,19
10 Comunitat Valenciana;Hombres;2011;39,88
10 Comunitat Valenciana;Hombres;2010;39,57
10 Comunitat Valenciana;Hombres;2009;39,26
10 Comunitat Valenciana;Hombres;2008;39,07
10 Comunitat Valenciana;Hombres;2007;38,98
10 Comunitat Valenciana;Hombres;2006;38,87
10 Comunitat Valenciana;Hombres;2005;38,74
10 Comunitat Valenciana;Hombres;2004;38,6
10 Comunitat Valenciana;Hombres;2003;38,5
10 Comunitat Valenciana;Hombres;2002;38,42
10 Comunitat Valenciana;Hombres;2001;38,17
10 Comunitat Valenciana;Hombres;2000;37,89
10 Comunitat Valenciana;Hombres;1999;37,62
10 Comunitat Valenciana;Hombres;1998;37,32
10 Comunitat Valenciana;Hombres;1997;37,02
10 Comunitat Valenciana;Hombres;1996;36,73
10 Comunitat Valenciana;Hombres;1995;36,42
10 Comunitat Valenciana;Hombres;1994;36,12
10 Comunitat Valenciana;Hombres;1993;35,85
10 Comunitat Valenciana;Hombres;1992;35,58
10 Comunitat Valenciana;Hombres;1991;35,31
10 Comunitat Valenciana;Hombres;1990;34,98
10 Comunitat Valenciana;Hombres;1989;34,65
10 Comunitat Valenciana;Hombres;1988;34,34
10 Comunitat Valenciana;Hombres;1987;34,03
10 Comunitat Valenciana;Hombres;1986;33,73
10 Comunitat Valenciana;Hombres;1985;33,45
10 Comunitat Valenciana;Hombres;1984;33,17
10 Comunitat Valenciana;Hombres;1983;32,92
10 Comunitat Valenciana;Hombres;1982;32,7
10 Comunitat Valenciana;Hombres;1981;32,53
10 Comunitat Valenciana;Hombres;1980;32,37
10 Comunitat Valenciana;Hombres;1979;32,26
10 Comunitat Valenciana;Hombres;1978;32,2
10 Comunitat Valenciana;Hombres;1977;32,16
10 Comunitat Valenciana;Hombres;1976;32,17
10 Comunitat Valenciana;Hombres;1975;32,18
10 Comunitat Valenciana;Mujeres;2025;45,44
10 Comunitat Valenciana;Mujeres;2024;45,32
10 Comunitat Valenciana;Mujeres;2023;45,25
10 Comunitat Valenciana;Mujeres;2022;45,22
10 Comunitat Valenciana;Mujeres;2021;44,95
10 Comunitat Valenciana;Mujeres;2020;44,69
10 Comunitat Valenciana;Mujeres;2019;44,49
10 Comunitat Valenciana;Mujeres;2018;44,27
10 Comunitat Valenciana;Mujeres;2017;44,05
10 Comunitat Valenciana;Mujeres;2016;43,78
10 Comunitat Valenciana;Mujeres;2015;43,52
10 Comunitat Valenciana;Mujeres;2014;43,23
10 Comunitat Valenciana;Mujeres;2013;42,88
10 Comunitat Valenciana;Mujeres;2012;42,56
10 Comunitat Valenciana;Mujeres;2011;42,25
10 Comunitat Valenciana;Mujeres;2010;41,95
10 Comunitat Valenciana;Mujeres;2009;41,66
10 Comunitat Valenciana;Mujeres;2008;41,49
10 Comunitat Valenciana;Mujeres;2007;41,43
10 Comunitat Valenciana;Mujeres;2006;41,35
10 Comunitat Valenciana;Mujeres;2005;41,25
10 Comunitat Valenciana;Mujeres;2004;41,13
10 Comunitat Valenciana;Mujeres;2003;41,07
10 Comunitat Valenciana;Mujeres;2002;40,99
10 Comunitat Valenciana;Mujeres;2001;40,75
10 Comunitat Valenciana;Mujeres;2000;40,48
10 Comunitat Valenciana;Mujeres;1999;40,21
10 Comunitat Valenciana;Mujeres;1998;39,91
10 Comunitat Valenciana;Mujeres;1997;39,6
10 Comunitat Valenciana;Mujeres;1996;39,29
10 Comunitat Valenciana;Mujeres;1995;38,97
10 Comunitat Valenciana;Mujeres;1994;38,67
10 Comunitat Valenciana;Mujeres;1993;38,39
10 Comunitat Valenciana;Mujeres;1992;38,1
10 Comunitat Valenciana;Mujeres;1991;37,82
10 Comunitat Valenciana;Mujeres;1990;37,5
10 Comunitat Valenciana;Mujeres;1989;37,19
10 Comunitat Valenciana;Mujeres;1988;36,88
10 Comunitat Valenciana;Mujeres;1987;36,56
10 Comunitat Valenciana;Mujeres;1986;36,27
10 Comunitat Valenciana;Mujeres;1985;35,98
10 Comunitat Valenciana;Mujeres;1984;35,69
10 Comunitat Valenciana;Mujeres;1983;35,43
10 Comunitat Valenciana;Mujeres;1982;35,19
10 Comunitat Valenciana;Mujeres;1981;35,01
10 Comunitat Valenciana;Mujeres;1980;34,83
10 Comunitat Valenciana;Mujeres;1979;34,69
10 Comunitat Valenciana;Mujeres;1978;34,61
10 Comunitat Valenciana;Mujeres;1977;34,56
10 Comunitat Valenciana;Mujeres;1976;34,53
10 Comunitat Valenciana;Mujeres;1975;34,52
11 Extremadura;Ambos sexos;2025;46,06
11 Extremadura;Ambos sexos;2024;45,77
11 Extremadura;Ambos sexos;2023;45,49
11 Extremadura;Ambos sexos;2022;45,23
11 Extremadura;Ambos sexos;2021;44,94
11 Extremadura;Ambos sexos;2020;44,7
11 Extremadura;Ambos sexos;2019;44,4
11 Extremadura;Ambos sexos;2018;44,08
11 Extremadura;Ambos sexos;2017;43,79
11 Extremadura;Ambos sexos;2016;43,47
11 Extremadura;Ambos sexos;2015;43,17
11 Extremadura;Ambos sexos;2014;42,86
11 Extremadura;Ambos sexos;2013;42,55
11 Extremadura;Ambos sexos;2012;42,29
11 Extremadura;Ambos sexos;2011;42,04
11 Extremadura;Ambos sexos;2010;41,81
11 Extremadura;Ambos sexos;2009;41,59
11 Extremadura;Ambos sexos;2008;41,4
11 Extremadura;Ambos sexos;2007;41,21
11 Extremadura;Ambos sexos;2006;40,98
11 Extremadura;Ambos sexos;2005;40,76
11 Extremadura;Ambos sexos;2004;40,51
11 Extremadura;Ambos sexos;2003;40,29
11 Extremadura;Ambos sexos;2002;40,02
11 Extremadura;Ambos sexos;2001;39,75
11 Extremadura;Ambos sexos;2000;39,47
11 Extremadura;Ambos sexos;1999;39,2
11 Extremadura;Ambos sexos;1998;38,92
11 Extremadura;Ambos sexos;1997;38,64
11 Extremadura;Ambos sexos;1996;38,36
11 Extremadura;Ambos sexos;1995;38,09
11 Extremadura;Ambos sexos;1994;37,82
11 Extremadura;Ambos sexos;1993;37,58
11 Extremadura;Ambos sexos;1992;37,35
11 Extremadura;Ambos sexos;1991;37,13
11 Extremadura;Ambos sexos;1990;36,9
11 Extremadura;Ambos sexos;1989;36,67
11 Extremadura;Ambos sexos;1988;36,44
11 Extremadura;Ambos sexos;1987;36,23
11 Extremadura;Ambos sexos;1986;36,02
11 Extremadura;Ambos sexos;1985;35,82
11 Extremadura;Ambos sexos;1984;35,62
11 Extremadura;Ambos sexos;1983;35,45
11 Extremadura;Ambos sexos;1982;35,27
11 Extremadura;Ambos sexos;1981;35,12
11 Extremadura;Ambos sexos;1980;34,98
11 Extremadura;Ambos sexos;1979;34,81
11 Extremadura;Ambos sexos;1978;34,62
11 Extremadura;Ambos sexos;1977;34,4
11 Extremadura;Ambos sexos;1976;34,16
11 Extremadura;Ambos sexos;1975;33,9
11 Extremadura;Hombres;2025;44,87
11 Extremadura;Hombres;2024;44,6
11 Extremadura;Hombres;2023;44,31
11 Extremadura;Hombres;2022;44,05
11 Extremadura;Hombres;2021;43,75
11 Extremadura;Hombres;2020;43,5
11 Extremadura;Hombres;2019;43,19
11 Extremadura;Hombres;2018;42,86
11 Extremadura;Hombres;2017;42,57
11 Extremadura;Hombres;2016;42,24
11 Extremadura;Hombres;2015;41,94
11 Extremadura;Hombres;2014;41,62
11 Extremadura;Hombres;2013;41,3
11 Extremadura;Hombres;2012;41,04
11 Extremadura;Hombres;2011;40,79
11 Extremadura;Hombres;2010;40,54
11 Extremadura;Hombres;2009;40,32
11 Extremadura;Hombres;2008;40,12
11 Extremadura;Hombres;2007;39,92
11 Extremadura;Hombres;2006;39,67
11 Extremadura;Hombres;2005;39,45
11 Extremadura;Hombres;2004;39,18
11 Extremadura;Hombres;2003;38,94
11 Extremadura;Hombres;2002;38,66
11 Extremadura;Hombres;2001;38,37
11 Extremadura;Hombres;2000;38,08
11 Extremadura;Hombres;1999;37,8
11 Extremadura;Hombres;1998;37,52
11 Extremadura;Hombres;1997;37,23
11 Extremadura;Hombres;1996;36,95
11 Extremadura;Hombres;1995;36,67
11 Extremadura;Hombres;1994;36,4
11 Extremadura;Hombres;1993;36,15
11 Extremadura;Hombres;1992;35,9
11 Extremadura;Hombres;1991;35,67
11 Extremadura;Hombres;1990;35,43
11 Extremadura;Hombres;1989;35,18
11 Extremadura;Hombres;1988;34,95
11 Extremadura;Hombres;1987;34,73
11 Extremadura;Hombres;1986;34,51
11 Extremadura;Hombres;1985;34,31
11 Extremadura;Hombres;1984;34,11
11 Extremadura;Hombres;1983;33,94
11 Extremadura;Hombres;1982;33,77
11 Extremadura;Hombres;1981;33,63
11 Extremadura;Hombres;1980;33,52
11 Extremadura;Hombres;1979;33,39
11 Extremadura;Hombres;1978;33,24
11 Extremadura;Hombres;1977;33,04
11 Extremadura;Hombres;1976;32,84
11 Extremadura;Hombres;1975;32,61
11 Extremadura;Mujeres;2025;47,22
11 Extremadura;Mujeres;2024;46,92
11 Extremadura;Mujeres;2023;46,65
11 Extremadura;Mujeres;2022;46,39
11 Extremadura;Mujeres;2021;46,1
11 Extremadura;Mujeres;2020;45,88
11 Extremadura;Mujeres;2019;45,58
11 Extremadura;Mujeres;2018;45,27
11 Extremadura;Mujeres;2017;44,99
11 Extremadura;Mujeres;2016;44,68
11 Extremadura;Mujeres;2015;44,38
11 Extremadura;Mujeres;2014;44,08
11 Extremadura;Mujeres;2013;43,78
11 Extremadura;Mujeres;2012;43,53
11 Extremadura;Mujeres;2011;43,28
11 Extremadura;Mujeres;2010;43,06
11 Extremadura;Mujeres;2009;42,85
11 Extremadura;Mujeres;2008;42,67
11 Extremadura;Mujeres;2007;42,48
11 Extremadura;Mujeres;2006;42,26
11 Extremadura;Mujeres;2005;42,06
11 Extremadura;Mujeres;2004;41,81
11 Extremadura;Mujeres;2003;41,62
11 Extremadura;Mujeres;2002;41,36
11 Extremadura;Mujeres;2001;41,11
11 Extremadura;Mujeres;2000;40,83
11 Extremadura;Mujeres;1999;40,58
11 Extremadura;Mujeres;1998;40,3
11 Extremadura;Mujeres;1997;40,02
11 Extremadura;Mujeres;1996;39,75
11 Extremadura;Mujeres;1995;39,48
11 Extremadura;Mujeres;1994;39,22
11 Extremadura;Mujeres;1993;38,99
11 Extremadura;Mujeres;1992;38,77
11 Extremadura;Mujeres;1991;38,55
11 Extremadura;Mujeres;1990;38,33
11 Extremadura;Mujeres;1989;38,12
11 Extremadura;Mujeres;1988;37,9
11 Extremadura;Mujeres;1987;37,7
11 Extremadura;Mujeres;1986;37,49
11 Extremadura;Mujeres;1985;37,29
11 Extremadura;Mujeres;1984;37,09
11 Extremadura;Mujeres;1983;36,92
11 Extremadura;Mujeres;1982;36,74
11 Extremadura;Mujeres;1981;36,57
11 Extremadura;Mujeres;1980;36,4
11 Extremadura;Mujeres;1979;36,2
11 Extremadura;Mujeres;1978;35,97
11 Extremadura;Mujeres;1977;35,72
11 Extremadura;Mujeres;1976;35,45
11 Extremadura;Mujeres;1975;35,15
12 Galicia;Ambos sexos;2025;48,52
12 Galicia;Ambos sexos;2024;48,36
12 Galicia;Ambos sexos;2023;48,16
12 Galicia;Ambos sexos;2022;48,01
12 Galicia;Ambos sexos;2021;47,75
12 Galicia;Ambos sexos;2020;47,49
12 Galicia;Ambos sexos;2019;47,25
12 Galicia;Ambos sexos;2018;47,01
12 Galicia;Ambos sexos;2017;46,77
12 Galicia;Ambos sexos;2016;46,5
12 Galicia;Ambos sexos;2015;46,22
12 Galicia;Ambos sexos;2014;45,91
12 Galicia;Ambos sexos;2013;45,61
12 Galicia;Ambos sexos;2012;45,34
12 Galicia;Ambos sexos;2011;45,08
12 Galicia;Ambos sexos;2010;44,83
12 Galicia;Ambos sexos;2009;44,6
12 Galicia;Ambos sexos;2008;44,41
12 Galicia;Ambos sexos;2007;44,22
12 Galicia;Ambos sexos;2006;43,97
12 Galicia;Ambos sexos;2005;43,72
12 Galicia;Ambos sexos;2004;43,44
12 Galicia;Ambos sexos;2003;43,18
12 Galicia;Ambos sexos;2002;42,89
12 Galicia;Ambos sexos;2001;42,56
12 Galicia;Ambos sexos;2000;42,22
12 Galicia;Ambos sexos;1999;41,87
